item_id,DE_AREA,timestamp
0,675.3414634,2023/3/1 0:09
1,678.0243902,2023/3/1 0:11
2,680.7073171,2023/3/1 0:13
3,683.3902439,2023/3/1 0:15
4,686.0731707,2023/3/1 0:17
5,688.7560976,2023/3/1 0:19
6,691.4390244,2023/3/1 0:21
7,694.1219512,2023/3/1 0:23
8,696.804878,2023/3/1 0:25
9,699.4878049,2023/3/1 0:27
10,702.1707317,2023/3/1 0:29
11,704.8536585,2023/3/1 0:31
12,707.5365854,2023/3/1 0:33
13,710.2195122,2023/3/1 0:35
14,712.902439,2023/3/1 0:37
15,715.5853659,2023/3/1 0:39
16,718.2682927,2023/3/1 0:41
17,720.9512195,2023/3/1 0:43
18,723.6341463,2023/3/1 0:45
19,726.3170732,2023/3/1 0:47
20,729,2023/3/1 0:49
21,726.45,2023/3/1 0:51
22,723.9,2023/3/1 0:53
23,721.35,2023/3/1 0:55
24,718.8,2023/3/1 0:57
25,716.25,2023/3/1 0:59
26,713.7,2023/3/1 1:01
27,711.15,2023/3/1 1:03
28,708.6,2023/3/1 1:05
29,706.05,2023/3/1 1:07
30,703.5,2023/3/1 1:09
31,700.95,2023/3/1 1:11
32,698.4,2023/3/1 1:13
33,695.85,2023/3/1 1:15
34,693.3,2023/3/1 1:17
35,690.75,2023/3/1 1:19
36,688.2,2023/3/1 1:21
37,685.65,2023/3/1 1:23
38,683.1,2023/3/1 1:25
39,680.55,2023/3/1 1:27
40,678,2023/3/1 1:29
41,689.804878,2023/3/1 1:31
42,701.6097561,2023/3/1 1:33
43,713.4146341,2023/3/1 1:35
44,725.2195122,2023/3/1 1:37
45,737.0243902,2023/3/1 1:39
46,748.8292683,2023/3/1 1:41
47,760.6341463,2023/3/1 1:43
48,772.4390244,2023/3/1 1:45
49,784.2439024,2023/3/1 1:47
50,796.0487805,2023/3/1 1:49
51,807.8536585,2023/3/1 1:51
52,819.6585366,2023/3/1 1:53
53,831.4634146,2023/3/1 1:55
54,843.2682927,2023/3/1 1:57
55,855.0731707,2023/3/1 1:59
56,866.8780488,2023/3/1 2:01
57,878.6829268,2023/3/1 2:03
58,890.4878049,2023/3/1 2:05
59,902.2926829,2023/3/1 2:07
60,914.097561,2023/3/1 2:09
61,918.7560976,2023/3/1 2:11
62,916.2682927,2023/3/1 2:13
63,913.7804878,2023/3/1 2:15
64,911.2926829,2023/3/1 2:17
65,908.804878,2023/3/1 2:19
66,906.3170732,2023/3/1 2:21
67,903.8292683,2023/3/1 2:23
68,901.3414634,2023/3/1 2:25
69,898.8536585,2023/3/1 2:27
70,896.3658537,2023/3/1 2:29
71,893.8780488,2023/3/1 2:31
72,891.3902439,2023/3/1 2:33
73,888.902439,2023/3/1 2:35
74,886.4146341,2023/3/1 2:37
75,883.9268293,2023/3/1 2:39
76,881.4390244,2023/3/1 2:41
77,878.9512195,2023/3/1 2:43
78,876.4634146,2023/3/1 2:45
79,873.9756098,2023/3/1 2:47
80,871.4878049,2023/3/1 2:49
81,869,2023/3/1 2:51
82,855.8,2023/3/1 2:53
83,842.6,2023/3/1 2:55
84,829.4,2023/3/1 2:57
85,816.2,2023/3/1 2:59
86,803,2023/3/1 3:01
87,789.8,2023/3/1 3:03
88,776.6,2023/3/1 3:05
89,763.4,2023/3/1 3:07
90,750.2,2023/3/1 3:09
91,737,2023/3/1 3:11
92,723.8,2023/3/1 3:13
93,710.6,2023/3/1 3:15
94,697.4,2023/3/1 3:17
95,684.2,2023/3/1 3:19
96,671,2023/3/1 3:21
97,657.8,2023/3/1 3:23
98,644.6,2023/3/1 3:25
99,631.4,2023/3/1 3:27
100,618.2,2023/3/1 3:29
101,605,2023/3/1 3:31
102,591.8,2023/3/1 3:33
103,578.6,2023/3/1 3:35
104,582.8536585,2023/3/1 3:37
105,604.5609756,2023/3/1 3:39
106,626.2682927,2023/3/1 3:41
107,647.9756098,2023/3/1 3:43
108,669.6829268,2023/3/1 3:45
109,691.3902439,2023/3/1 3:47
110,713.097561,2023/3/1 3:49
111,734.804878,2023/3/1 3:51
112,756.5121951,2023/3/1 3:53
113,778.2195122,2023/3/1 3:55
114,799.9268293,2023/3/1 3:57
115,821.6341463,2023/3/1 3:59
116,843.3414634,2023/3/1 4:01
117,865.0487805,2023/3/1 4:03
118,886.7560976,2023/3/1 4:05
119,908.4634146,2023/3/1 4:07
120,930.1707317,2023/3/1 4:09
121,951.8780488,2023/3/1 4:11
122,973.5853659,2023/3/1 4:13
123,995.2926829,2023/3/1 4:15
124,1017,2023/3/1 4:17
125,1002.904762,2023/3/1 4:19
126,988.8095238,2023/3/1 4:21
127,974.7142857,2023/3/1 4:23
128,960.6190476,2023/3/1 4:25
129,946.5238095,2023/3/1 4:27
130,932.4285714,2023/3/1 4:29
131,918.3333333,2023/3/1 4:31
132,904.2380952,2023/3/1 4:33
133,890.1428571,2023/3/1 4:35
134,876.047619,2023/3/1 4:37
135,861.952381,2023/3/1 4:39
136,847.8571429,2023/3/1 4:41
137,833.7619048,2023/3/1 4:43
138,819.6666667,2023/3/1 4:45
139,805.5714286,2023/3/1 4:47
140,791.4761905,2023/3/1 4:49
141,777.3809524,2023/3/1 4:51
142,763.2857143,2023/3/1 4:53
143,749.1904762,2023/3/1 4:55
144,735.0952381,2023/3/1 4:57
145,721,2023/3/1 4:59
146,723.8205128,2023/3/1 5:01
147,726.6410256,2023/3/1 5:03
148,729.4615385,2023/3/1 5:05
149,732.2820513,2023/3/1 5:07
150,735.1025641,2023/3/1 5:09
151,737.9230769,2023/3/1 5:11
152,740.7435897,2023/3/1 5:13
153,743.5641026,2023/3/1 5:15
154,746.3846154,2023/3/1 5:17
155,749.2051282,2023/3/1 5:19
156,752.025641,2023/3/1 5:21
157,754.8461538,2023/3/1 5:23
158,757.6666667,2023/3/1 5:25
159,760.4871795,2023/3/1 5:27
160,763.3076923,2023/3/1 5:29
161,766.1282051,2023/3/1 5:31
162,768.9487179,2023/3/1 5:33
163,771.7692308,2023/3/1 5:35
164,774.5897436,2023/3/1 5:37
165,799.7857143,2023/3/1 5:39
166,847.3571429,2023/3/1 5:41
167,894.9285714,2023/3/1 5:43
168,942.5,2023/3/1 5:45
169,990.0714286,2023/3/1 5:47
170,1037.642857,2023/3/1 5:49
171,1085.214286,2023/3/1 5:51
172,1093.75,2023/3/1 5:53
173,1063.25,2023/3/1 5:55
174,1032.75,2023/3/1 5:57
175,1002.25,2023/3/1 5:59
176,971.75,2023/3/1 6:01
177,941.25,2023/3/1 6:03
178,913.1666667,2023/3/1 6:05
179,887.5,2023/3/1 6:07
180,861.8333333,2023/3/1 6:09
181,836.1666667,2023/3/1 6:11
182,810.5,2023/3/1 6:13
183,784.8333333,2023/3/1 6:15
184,774.9166667,2023/3/1 6:17
185,780.75,2023/3/1 6:19
186,786.5833333,2023/3/1 6:21
187,792.4166667,2023/3/1 6:23
188,798.25,2023/3/1 6:25
189,804.0833333,2023/3/1 6:27
190,792.3,2023/3/1 6:29
191,762.9,2023/3/1 6:31
192,733.5,2023/3/1 6:33
193,704.1,2023/3/1 6:35
194,674.7,2023/3/1 6:37
195,681.9166667,2023/3/1 6:39
196,725.75,2023/3/1 6:41
197,769.5833333,2023/3/1 6:43
198,813.4166667,2023/3/1 6:45
199,857.25,2023/3/1 6:47
200,901.0833333,2023/3/1 6:49
201,909.0909091,2023/3/1 6:51
202,881.2727273,2023/3/1 6:53
203,853.4545455,2023/3/1 6:55
204,825.6363636,2023/3/1 6:57
205,797.8181818,2023/3/1 6:59
206,770,2023/3/1 7:01
207,775.36,2023/3/1 7:03
208,780.72,2023/3/1 7:05
209,786.08,2023/3/1 7:07
210,791.44,2023/3/1 7:09
211,796.8,2023/3/1 7:11
212,802.16,2023/3/1 7:13
213,807.52,2023/3/1 7:15
214,812.88,2023/3/1 7:17
215,818.24,2023/3/1 7:19
216,823.6,2023/3/1 7:21
217,828.96,2023/3/1 7:23
218,834.32,2023/3/1 7:25
219,839.0625,2023/3/1 7:27
220,843.1875,2023/3/1 7:29
221,847.3125,2023/3/1 7:31
222,851.4375,2023/3/1 7:33
223,855.5625,2023/3/1 7:35
224,859.6875,2023/3/1 7:37
225,863.8125,2023/3/1 7:39
226,867.9375,2023/3/1 7:41
227,859.5151515,2023/3/1 7:43
228,838.5454545,2023/3/1 7:45
229,817.5757576,2023/3/1 7:47
230,796.6060606,2023/3/1 7:49
231,775.6363636,2023/3/1 7:51
232,754.6666667,2023/3/1 7:53
233,733.6969697,2023/3/1 7:55
234,712.7272727,2023/3/1 7:57
235,691.7575758,2023/3/1 7:59
236,670.7878788,2023/3/1 8:01
237,649.8181818,2023/3/1 8:03
238,628.8484848,2023/3/1 8:05
239,607.8787879,2023/3/1 8:07
240,586.9090909,2023/3/1 8:09
241,565.9393939,2023/3/1 8:11
242,544.969697,2023/3/1 8:13
243,524,2023/3/1 8:15
244,500.9230769,2023/3/1 8:17
245,477.8461538,2023/3/1 8:19
246,454.7692308,2023/3/1 8:21
247,431.6923077,2023/3/1 8:23
248,408.6153846,2023/3/1 8:25
249,385.5384615,2023/3/1 8:27
250,374.4285714,2023/3/1 8:29
251,375.2857143,2023/3/1 8:31
252,376.1428571,2023/3/1 8:33
253,377,2023/3/1 8:35
254,377.8571429,2023/3/1 8:37
255,378.7142857,2023/3/1 8:39
256,379.5714286,2023/3/1 8:41
257,378,2023/3/1 8:43
258,374,2023/3/1 8:45
259,370,2023/3/1 8:47
260,366,2023/3/1 8:49
261,362,2023/3/1 8:51
262,358,2023/3/1 8:53
263,354,2023/3/1 8:55
264,350,2023/3/1 8:57
265,350.8571429,2023/3/1 8:59
266,351.7142857,2023/3/1 9:01
267,352.5714286,2023/3/1 9:03
268,353.4285714,2023/3/1 9:05
269,354.2857143,2023/3/1 9:07
270,355.1428571,2023/3/1 9:09
271,356,2023/3/1 9:11
272,358.4615385,2023/3/1 9:13
273,360.9230769,2023/3/1 9:15
274,363.3846154,2023/3/1 9:17
275,365.8461538,2023/3/1 9:19
276,368.3076923,2023/3/1 9:21
277,370.7692308,2023/3/1 9:23
278,367.7037037,2023/3/1 9:25
279,359.1111111,2023/3/1 9:27
280,350.5185185,2023/3/1 9:29
281,341.9259259,2023/3/1 9:31
282,333.3333333,2023/3/1 9:33
283,324.7407407,2023/3/1 9:35
284,316.1481481,2023/3/1 9:37
285,307.5555556,2023/3/1 9:39
286,298.962963,2023/3/1 9:41
287,290.3703704,2023/3/1 9:43
288,281.7777778,2023/3/1 9:45
289,273.1851852,2023/3/1 9:47
290,264.5925926,2023/3/1 9:49
291,256,2023/3/1 9:51
292,240.9333333,2023/3/1 9:53
293,225.8666667,2023/3/1 9:55
294,210.8,2023/3/1 9:57
295,195.7333333,2023/3/1 9:59
296,180.6666667,2023/3/1 10:01
297,165.6,2023/3/1 10:03
298,150.5333333,2023/3/1 10:05
299,142.9166667,2023/3/1 10:07
300,142.75,2023/3/1 10:09
301,142.5833333,2023/3/1 10:11
302,142.4166667,2023/3/1 10:13
303,142.25,2023/3/1 10:15
304,142.0833333,2023/3/1 10:17
305,140.6153846,2023/3/1 10:19
306,137.8461538,2023/3/1 10:21
307,135.0769231,2023/3/1 10:23
308,132.3076923,2023/3/1 10:25
309,129.5384615,2023/3/1 10:27
310,126.7692308,2023/3/1 10:29
311,124,2023/3/1 10:31
312,122.6666667,2023/3/1 10:33
313,121.3333333,2023/3/1 10:35
314,120,2023/3/1 10:37
315,118.6666667,2023/3/1 10:39
316,117.3333333,2023/3/1 10:41
317,116,2023/3/1 10:43
318,115.8333333,2023/3/1 10:45
319,115.6666667,2023/3/1 10:47
320,115.5,2023/3/1 10:49
321,115.3333333,2023/3/1 10:51
322,115.1666667,2023/3/1 10:53
323,115,2023/3/1 10:55
324,115,2023/3/1 10:57
325,115,2023/3/1 10:59
326,115,2023/3/1 11:01
327,115,2023/3/1 11:03
328,115,2023/3/1 11:05
329,115,2023/3/1 11:07
330,115.1538462,2023/3/1 11:09
331,115.3076923,2023/3/1 11:11
332,115.4615385,2023/3/1 11:13
333,115.6153846,2023/3/1 11:15
334,115.7692308,2023/3/1 11:17
335,115.9230769,2023/3/1 11:19
336,117.1333333,2023/3/1 11:21
337,119.4,2023/3/1 11:23
338,121.6666667,2023/3/1 11:25
339,123.9333333,2023/3/1 11:27
340,126.2,2023/3/1 11:29
341,128.4666667,2023/3/1 11:31
342,130.7333333,2023/3/1 11:33
343,133,2023/3/1 11:35
344,155.2352941,2023/3/1 11:37
345,177.4705882,2023/3/1 11:39
346,199.7058824,2023/3/1 11:41
347,221.9411765,2023/3/1 11:43
348,244.1764706,2023/3/1 11:45
349,266.4117647,2023/3/1 11:47
350,288.6470588,2023/3/1 11:49
351,310.8823529,2023/3/1 11:51
352,331.5,2023/3/1 11:53
353,350.5,2023/3/1 11:55
354,369.5,2023/3/1 11:57
355,388.5,2023/3/1 11:59
356,407.5,2023/3/1 12:01
357,426.5,2023/3/1 12:03
358,445.5,2023/3/1 12:05
359,464.5,2023/3/1 12:07
360,474.2105263,2023/3/1 12:09
361,474.6315789,2023/3/1 12:11
362,475.0526316,2023/3/1 12:13
363,475.4736842,2023/3/1 12:15
364,475.8947368,2023/3/1 12:17
365,476.3157895,2023/3/1 12:19
366,476.7368421,2023/3/1 12:21
367,477.1578947,2023/3/1 12:23
368,477.5789474,2023/3/1 12:25
369,478,2023/3/1 12:27
370,479.5,2023/3/1 12:29
371,481,2023/3/1 12:31
372,482.5,2023/3/1 12:33
373,484,2023/3/1 12:35
374,485.5,2023/3/1 12:37
375,487,2023/3/1 12:39
376,499.4444444,2023/3/1 12:41
377,511.8888889,2023/3/1 12:43
378,524.3333333,2023/3/1 12:45
379,536.7777778,2023/3/1 12:47
380,549.2222222,2023/3/1 12:49
381,561.6666667,2023/3/1 12:51
382,574.1111111,2023/3/1 12:53
383,586.5555556,2023/3/1 12:55
384,599,2023/3/1 12:57
385,583.1538462,2023/3/1 12:59
386,567.3076923,2023/3/1 13:01
387,551.4615385,2023/3/1 13:03
388,535.6153846,2023/3/1 13:05
389,519.7692308,2023/3/1 13:07
390,503.9230769,2023/3/1 13:09
391,494.7142857,2023/3/1 13:11
392,492.1428571,2023/3/1 13:13
393,489.5714286,2023/3/1 13:15
394,487,2023/3/1 13:17
395,484.4285714,2023/3/1 13:19
396,481.8571429,2023/3/1 13:21
397,479.2857143,2023/3/1 13:23
398,498.2307692,2023/3/1 13:25
399,538.6923077,2023/3/1 13:27
400,579.1538462,2023/3/1 13:29
401,619.6153846,2023/3/1 13:31
402,660.0769231,2023/3/1 13:33
403,700.5384615,2023/3/1 13:35
404,741,2023/3/1 13:37
405,750.4666667,2023/3/1 13:39
406,759.9333333,2023/3/1 13:41
407,769.4,2023/3/1 13:43
408,778.8666667,2023/3/1 13:45
409,788.3333333,2023/3/1 13:47
410,797.8,2023/3/1 13:49
411,807.2666667,2023/3/1 13:51
412,800.5,2023/3/1 13:53
413,777.5,2023/3/1 13:55
414,754.5,2023/3/1 13:57
415,731.5,2023/3/1 13:59
416,708.5,2023/3/1 14:01
417,685.5,2023/3/1 14:03
418,683.2,2023/3/1 14:05
419,701.6,2023/3/1 14:07
420,720,2023/3/1 14:09
421,738.4,2023/3/1 14:11
422,756.8,2023/3/1 14:13
423,775.2,2023/3/1 14:15
424,793.6,2023/3/1 14:17
425,812,2023/3/1 14:19
426,815.0833333,2023/3/1 14:21
427,818.1666667,2023/3/1 14:23
428,821.25,2023/3/1 14:25
429,824.3333333,2023/3/1 14:27
430,827.4166667,2023/3/1 14:29
431,830.5,2023/3/1 14:31
432,833.5833333,2023/3/1 14:33
433,836.6666667,2023/3/1 14:35
434,839.75,2023/3/1 14:37
435,842.8333333,2023/3/1 14:39
436,845.9166667,2023/3/1 14:41
437,849,2023/3/1 14:43
438,853.4615385,2023/3/1 14:45
439,857.9230769,2023/3/1 14:47
440,862.3846154,2023/3/1 14:49
441,866.8461538,2023/3/1 14:51
442,871.3076923,2023/3/1 14:53
443,875.7692308,2023/3/1 14:55
444,874.5714286,2023/3/1 14:57
445,867.7142857,2023/3/1 14:59
446,860.8571429,2023/3/1 15:01
447,854,2023/3/1 15:03
448,847.1428571,2023/3/1 15:05
449,840.2857143,2023/3/1 15:07
450,833.4285714,2023/3/1 15:09
451,821.3333333,2023/3/1 15:11
452,804,2023/3/1 15:13
453,786.6666667,2023/3/1 15:15
454,769.3333333,2023/3/1 15:17
455,752,2023/3/1 15:19
456,734.6666667,2023/3/1 15:21
457,740.3076923,2023/3/1 15:23
458,768.9230769,2023/3/1 15:25
459,797.5384615,2023/3/1 15:27
460,826.1538462,2023/3/1 15:29
461,854.7692308,2023/3/1 15:31
462,883.3846154,2023/3/1 15:33
463,912,2023/3/1 15:35
464,877,2023/3/1 15:37
465,842,2023/3/1 15:39
466,807,2023/3/1 15:41
467,772,2023/3/1 15:43
468,737,2023/3/1 15:45
469,702,2023/3/1 15:47
470,725.2307692,2023/3/1 15:49
471,748.4615385,2023/3/1 15:51
472,771.6923077,2023/3/1 15:53
473,794.9230769,2023/3/1 15:55
474,818.1538462,2023/3/1 15:57
475,841.3846154,2023/3/1 15:59
476,851.6666667,2023/3/1 16:01
477,849,2023/3/1 16:03
